date ,invoiceId ,description ,amount ,vat ,total ,remark ,supplier ,published ,excelRecId ,project ,company ,group ,year 
06/29/2020 ,1670,שרון התקנת מזגן ,4095,  ,4095,שיק מס' 10135 ,מזגנים - שרון ,T ,732,  ,ביצועים ,67,2020
06/30/2020 ,9590,T לפרקט ,51,9,60,  ,  ,T ,737,  ,ביצועים ,67,2020
06/30/2020 ,18667,גבס להנמכת מזגן ,250,  ,250,  ,  ,T ,740,  ,ביצועים ,67,2020
06/30/2020 ,148871,חשמלית עוז - עירוני ט 20-06 ,374,64,438,"קבלה ע""ס - 6,481 עבור חשבוניות 148678, 148871 ",חשמלית עוז ,T ,835,"קיוסק ת""א ",ביצועים ,68,2020
06/30/2020 ,5050366,מעודד - 20-06 ,959,163,1122,"שולם באשראי 28.10.20 חשבונית 5050366, 5051486 ",מעודד צבעים ,T ,16329,"קיוסק ת""א ",יזמות ,68,2020
06/30/2020 ,  ,מעודד - 20-06 ,-161,  ,-161,שמן דק - חיוב אישי אלי (חוייב בחשבונית 5050366 ,מעודד צבעים ,T ,  ,"קיוסק ת""א ",יזמות ,68,2020
06/30/2020 ,37019252,שפיר - בטון 20-06 ,4860,826,5686,שיק מס 10142 ,שפיר בטון ,T ,957,"קיוסק ת""א ",ביצועים ,68,2020
06/30/2020 ,  ,רואה חשבון 06 2020 ,1500,255,1755,  ,קיוסק תא ,F ,  ,"קיוסק ת""א ",ביצועים ,68,2020
06/30/2020 ,160727,ג'יוסי - 20-06 ,562,95,657,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20 ",ג'יוסי ,T ,16790,"קיוסק ת""א ",יזמות ,70,2020
07/01/2020,109,אחים אלבנא - עבודות תיקונים בית 6 ,7909,  ,7909,שולם בשיק יזמות 10533 ,שונות ,T ,16253,גדות מתן ,יזמות ,67,2020
07/01/2020,26908,גריל למזגן ,513,87,600,אשראי ,  ,T ,797,  ,ביצועים ,67,2020
07/02/2020,1750568,תשלום היטל ביוב - מתן ,75348,  ,75348,אשראי 6 תשלומים ,היתרי בניה ,T ,16257,גדות מתן ,יזמות ,67,2020
07/05/2020,117609,שימשיה - לעבודה בשמש - עירוני ט ,2479,421,2900,כרטיס אשראי ,  ,T ,801,  ,ביצועים ,67,2020
07/07/2020,19163,מברשת ניקוי לברכיה ,45,  ,45,  ,  ,T ,16335,  ,יזמות ,68,2020
07/07/2020,19163,מברשת לניקוי בריכה ,45,  ,45,  ,  ,T ,16335,  ,יזמות ,68,2020
07/07/2020,1,דקטלון ,203,  ,203,  ,  ,T ,6059,  ,ביצועים ,68,2020
07/08/2020,1299,צדיק שמעון תשלום 9 קיוסק ,1500,255,1755,העברה בנקאית - 10.07.20 ,צדיק חיים ,T ,843,"קיוסק ת""א ",ביצועים ,68,2020
07/08/2020,108673,כיריים חשמליות לאתר ,1100,  ,1100,חסרה חשבונית שולם באשראי ,  ,T ,847,  ,ביצועים ,68,2020
07/08/2020,375,אלום ברק מסגרת אלומיניום לבית 6 ,620,  ,620,  ,שונות ,T ,887,גדות מתן ,ביצועים ,68,2020
07/08/2020,102602,גואטה - סנטף לבית 6 ,362,61,423,אשראי ,שונות ,T ,890,גדות מתן ,ביצועים ,68,2020
07/08/2020,84038,טמבור - ,95,  ,95,  ,  ,T ,16338,  ,יזמות ,68,2020
07/16/2020 ,117,אחים אלבנא - עבודות פיתוח תשלום 1 ,10000,1700,11700,שולם בשיק 10136 ,פיתוח עירוני ט ,T ,850,פיתוח עירוני ,ביצועים ,68,2020
07/16/2020 ,14287,זוויות לברז בעירוני ט ,28,  ,28,  ,קיוסק תא ,T ,855,"קיוסק ת""א ",ביצועים ,68,2020
07/23/2020 ,55939,פוינטר - 20-07 ,33,6,39,  ,פוניטר/קוברה ,T ,16638,  ,יזמות ,69,2020
07/24/2020 ,118,אחים אלבנא - עבודות פיתוח תשלום 2 ,10400,1768,12168,שולם בשיק 10137 ,פיתוח עירוני ט ,T ,858,פיתוח עירוני ,ביצועים ,68,2020
07/24/2020 ,321870,איר פודס באילת ,1944,  ,1944,  ,  ,T ,862,  ,ביצועים ,68,2020
07/24/2020 ,321873,אביזר הגברה באילת ,135,  ,135,  ,  ,T ,16340,  ,יזמות ,68,2020
07/24/2020 ,198884,מחשב ,2396,407,2803,שולם באשראי ,  ,T ,17273,  ,יזמות ,73,2020
07/26/2020 ,420304970,ארכה - 20-07 נחושת + אביזרים ,1370,233,1603,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404 ",ארכה ,T ,16343,"קיוסק ת""א ",יזמות ,68,2020
07/27/2020 ,964,מרזבים ופחחות עירוני ט ,7100,  ,7100,שולם בשיק 10139 ,קיוסק תא ,T ,865,"קיוסק ת""א ",ביצועים ,68,2020
07/29/2020 ,121,אחים אלבנא - עבודות פיתוח תשלום 3 ,43409,7379,50788,שולם בשיק 10140 ,פיתוח עירוני ט ,T ,4041,פיתוח עירוני ,ביצועים ,68,2020
07/29/2020 ,5177,עסיס אייל - בודק חשמל קיוסק עירוני ט ,600,102,702,העברה בנקאית 29.07.20 ,עסיס אייל ,T ,875,"קיוסק ת""א ",ביצועים ,68,2020
07/29/2020 ,161400,ג'יוסי - 20-07 ,7619,1295,8914,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20 ",ג'יוסי ,T ,16346,פיתוח עירוני ,יזמות ,68,2020
07/30/2020 ,5431,גידור עירוני ט 4 ,2046,348,2394,"שיק 10187 עס 4,869 חשבוניות 442,5431,5692,5554 ",גידור זמני א.ס. ,T ,880,פיתוח עירוני ,ביצועים ,68,2020
07/30/2020 ,  ,אריאל - דלקן יולי ,1680,  ,1680,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
07/30/2020 ,  ,רואה חשבון 07 2020 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,68,2020
07/31/2020 ,  ,קרח ושתיה לפועלים יולי (שולם לאריאל) ,700,  ,700,  ,קיוסק תא ,F ,  ,"קיוסק ת""א ",ביצועים ,69,2020
07/31/2020 ,100400,שרלי - חומרי בניין - 4 ,9995,1699,11694,"שיק עס 13,140 עבור חשבוניות 100400+100438 ",שרלי - חומרי בנין ,T ,982,פיתוח עירוני ,ביצועים ,69,2020
07/31/2020 ,100438,שרלי - חומרי בניין - 5 ,1236,210,1446,"שיק עס 13,140 עבור חשבוניות 100400+100438 ",שרלי - חומרי בנין ,T ,987,פיתוח עירוני ,ביצועים ,69,2020
07/31/2020 ,5051486,מעודד - 20-07 ,185,  ,185,"שולם באשראי 28.10.20 חשבונית 5050366, 5051486 ",מעודד צבעים ,T ,16886,פיתוח עירוני ,יזמות ,71,2020
08/03/2020,  ,אגרת בניה ראשון לציון ,164,  ,164,אגרת בניה ,  ,T ,16603,  ,יזמות ,68,2020
08/03/2020,4431,ציוד גינון ,361,61,422,שולם באשראי פרטי ,  ,T ,16606,  ,יזמות ,68,2020
08/06/2020,46254,אלרם - זיכוי חול ,-60,-10,-70,שולם באשראי 21.10.20 ,קיוסק תא ,T ,1302,"קיוסק ת""א ",ביצועים ,71,2020
08/06/2020,46255,אלרם - זיכוי איטום ,-1560,-265,-1825,שולם באשראי 21.10.20 ,קיוסק תא ,T ,1305,"קיוסק ת""א ",ביצועים ,71,2020
08/10/2020,9570,תיקון טלפון ,103,17,120,  ,  ,T ,16609,  ,יזמות ,68,2020
08/11/2020,3098,צמיגים לפורד ,1200,  ,1200,  ,  ,T ,16615,  ,יזמות ,68,2020
08/14/2020 ,126,אחים אלבנא - עבודות פיתוח תשלום 4 ,21500,3655,25155,שולם בשיק 10143 ,פיתוח עירוני ט ,T ,1127,פיתוח עירוני ,ביצועים ,68,2020
08/16/2020 ,1317,צדיק שמעון תשלום 10 אלכסיי ,10000,1700,11700,העברה בנקאית 16.08 ,צדיק חיים ,T ,1124,"קיוסק ת""א ",ביצועים ,69,2020
08/16/2020 ,4539,מכסה לביוב ,214,36,250,מזומן ,פיתוח עירוני ט ,T ,990,פיתוח עירוני ,ביצועים ,69,2020
08/16/2020 ,  ,תשלום לאלכסי ,10000,  ,10000,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
08/17/2020 ,  ,כלי עבודה תיקון - אריאל ,100,  ,100,מזומן ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
08/17/2020 ,  ,הוצאות מזומן לאריאל/האשם ,250,  ,250,מזומן ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
08/17/2020 ,71507,אינסטלציה (אליהו) ,100,  ,100,מזומן ,פיתוח עירוני ט ,T ,993,פיתוח עירוני ,ביצועים ,69,2020
08/17/2020 ,88525,גל מערכות ,515,88,603,חיוב בטעות - יש חשבונית זיכוי 09/09/20 ,גל מערכות פרזול ,T ,1157,  ,יזמות ,70,2020
08/18/2020 ,5220,עסיס אייל - בדיקת מתקן ,500,85,585,שיק ,עסיס אייל ,T ,996,  ,ביצועים ,69,2020
08/18/2020 ,  ,ארכה - השלמות לקיוסק ,174,30,204,אין חשבונית עדיין ,ארכה ,F ,  ,"קיוסק ת""א ",יזמות ,69,2020
08/20/2020 ,205814,עצים זוהר - מסמרים ,38,7,45,  ,זוהר עצים ,T ,1001,פיתוח עירוני ,ביצועים ,69,2020
08/20/2020 ,105426,ג'מבו ,34,6,40,  ,שונות ,T ,1004,גדות מתן ,ביצועים ,69,2020
08/21/2020 ,128,אחים אלבנא - עבודות פיתוח תשלום 5 ,57650,9801,67451,שיק מס' 10146 + 10145 ,פיתוח עירוני ט ,T ,1007,פיתוח עירוני ,ביצועים ,69,2020
08/23/2020 ,2160,"עו""ד - נועם קולודני - יעוץ תביעה עמית ",700,119,819,עבור ייעוץ לתביעה של עמית ,שונות ,T ,16646,גדות מתן ,יזמות ,69,2020
08/23/2020 ,63098641,הגרעין - ראש מערכת ,4900,833,5733,אשראי ,הגרעין ,T ,1010,פיתוח עירוני ,ביצועים ,69,2020
08/23/2020 ,63098650,הגרעין - ציוד ,2829,481,3310,  ,הגרעין ,T ,1017,פיתוח עירוני ,ביצועים ,69,2020
08/23/2020 ,127,חשמל תיקונים בית 6 - מוראד ,1580,  ,1580,העברה נקאית - 01.09.20 ,שונות ,T ,1567,גדות מתן ,ביצועים ,73,2020
08/24/2020 ,3305250,מדיח ,2300,  ,2300,אשראי ,  ,F ,1261,  ,ביצועים ,69,2020
08/24/2020 ,63098671,הגרעין - השלמות ,727,124,851,  ,הגרעין ,T ,1020,פיתוח עירוני ,ביצועים ,69,2020
08/25/2020 ,63098714,הגרעין - השלמות ,759,129,888,  ,הגרעין ,T ,1027,פיתוח עירוני ,ביצועים ,69,2020
08/25/2020 ,63098751,הגרעין - השלמות ,65,11,76,  ,הגרעין ,T ,1030,פיתוח עירוני ,ביצועים ,69,2020
08/25/2020 ,63098725,הגרעין - השלמות ,161,27,189,  ,הגרעין ,T ,1037,פיתוח עירוני ,ביצועים ,69,2020
08/25/2020 ,11008306,פוינטר - 20-08 ,33,6,39,  ,פוניטר/קוברה ,T ,17213,  ,יזמות ,70,2020
08/26/2020 ,206148,עצים זוהר - עץ לשולחנות ,2891,491,3382,אשראי ,זוהר עצים ,T ,1040,פיתוח עירוני ,ביצועים ,69,2020
08/26/2020 ,63098790,הגרעין - השלמות ,153,26,179,  ,הגרעין ,T ,1047,פיתוח עירוני ,ביצועים ,69,2020
08/26/2020 ,63098772,הגרעין - השלמות ,545,93,638,  ,הגרעין ,T ,1050,פיתוח עירוני ,ביצועים ,69,2020
08/26/2020 ,63098801,הגרעין - השלמות ,1021,174,1195,  ,הגרעין ,T ,1057,פיתוח עירוני ,ביצועים ,69,2020
08/26/2020 ,5554,גידור עירוני ט 5 ,1364,232,1596,"שיק 10187 עס 4,869 חשבוניות 442,5431,5692,5554 ",גידור זמני א.ס. ,T ,1178,פיתוח עירוני ,ביצועים ,70,2020
08/27/2020 ,3224,שיש בילאל ,7700,  ,7700,שיק מס' 10150 תאריך 30.11.20 ,פיתוח עירוני ט ,T ,1060,פיתוח עירוני ,ביצועים ,69,2020
08/27/2020 ,72188,אינסטלציה (אליהו) ,500,  ,500,  ,פיתוח עירוני ט ,T ,1121,פיתוח עירוני ,ביצועים ,69,2020
08/27/2020 ,163084636,הגרעין - השלמות ,130,22,152,  ,הגרעין ,T ,1065,פיתוח עירוני ,ביצועים ,69,2020
08/28/2020 ,206258,עצים זוהר - ברגים ותושבות ,233,40,273,  ,זוהר עצים ,T ,1072,פיתוח עירוני ,ביצועים ,69,2020
08/28/2020 ,163084675,הגרעין - השלמות ,538,91,630,  ,הגרעין ,T ,1075,פיתוח עירוני ,ביצועים ,69,2020
08/28/2020 ,420305432,ארכה - 20-08 ,173,29,203,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404 ",ארכה ,T ,16897,פיתוח עירוני ,יזמות ,71,2020
08/29/2020 ,132,אחים אלבנא - עבודות פיתוח תשלום 6 ,53830,9151,62981,שיק 10148 ,פיתוח עירוני ט ,T ,1080,פיתוח עירוני ,ביצועים ,69,2020
08/30/2020 ,31524,עצים זוהר - פירזול עץ ,35,  ,35,מזומן ,זוהר עצים ,T ,1085,פיתוח עירוני ,ביצועים ,69,2020
08/30/2020 ,372289,אינסטלציה (אליהו) ,1026,174,1200,  ,פיתוח עירוני ט ,T ,1088,פיתוח עירוני ,ביצועים ,69,2020
08/30/2020 ,  ,קרח ושתיה לפועלים אוגוסט (שולם לאריאל) ,700,  ,700,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
08/30/2020 ,206328,עצים זוהר - עץ השלמות ,359,61,420,אשראי ,זוהר עצים ,T ,1095,פיתוח עירוני ,ביצועים ,69,2020
08/30/2020 ,  ,אריאל - דלקן אוגוסט ,1700,  ,1700,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
08/30/2020 ,161846,ג'יוסי - 20-08 ,6046,1028,7074,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20 ",ג'יוסי ,T ,16651,פיתוח עירוני ,יזמות ,69,2020
08/30/2020 ,  ,רואה חשבון 08 2020 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
08/31/2020 ,37027978,שפיר בטון - 20-08 ,25968,4415,30383,שיק 10179 לתאריך 30.11.20 ,שפיר בטון ,T ,1688,פיתוח עירוני ,ביצועים ,70,2020
08/31/2020 ,200437343,גדרות יהודה - עמודים השלמות ,2240,381,2621,"שולם סך 24,804 בשיק 10193 עבור חשבוניות 437488+437343 ",גדרות יהודה ,T ,1184,פיתוח עירוני ,ביצועים ,70,2020
08/31/2020 ,206001104,שחם אריכה - ספסלים לעירוני ט ,15244,2592,17836,שיק - 10185 לתאריך 30.01.21 ,שחם אריכא ,T ,1187,פיתוח עירוני ,ביצועים ,70,2020
08/31/2020 ,162010,ג'יוסי - 20-08 - זיכויים מ 11-19 עד 08-20 ,-4204,-715,-4919,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20 ",ג'יוסי ,T ,16793,גדות מתן ,יזמות ,70,2020
08/31/2020 ,100490,שרלי - חומרי בניין - 6 ,8690,1477,10167,שיק 10157 לתאריך 30.11.20 ,שרלי - חומרי בנין ,T ,1192,פיתוח עירוני ,ביצועים ,70,2020
08/31/2020 ,3168,יעל משאבות - חודש אוגוסט ,6150,1046,7196,"העברה בנקאית 7,530 עבור חשבוניות 2905 - 3168 24.11.20 ",יעל משאבות ,T ,1197,פיתוח עירוני ,ביצועים ,70,2020
09/01/2020,5017,דיקו - ציוד גינון מגוף חשמלי ,49,8,57,מכרטיס אשראי פרטי ,  ,T ,16829,  ,יזמות ,69,2020
09/02/2020,134,אחים אלבנא - עבודות פיתוח תשלום 7 ,11628,1977,13605,שיק 10149 ,פיתוח עירוני ט ,T ,1160,פיתוח עירוני ,ביצועים ,69,2020
09/03/2020,87423,טמבור ,140,  ,140,  ,  ,T ,16805,  ,יזמות ,70,2020
09/03/2020,87421,טמבור ,20,  ,20,  ,  ,T ,1200,  ,ביצועים ,70,2020
09/05/2020,  ,תשלום מזומן לג'אווד ,2000,  ,2000,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,70,2020
09/09/2020,8378,גל מערכות - זיכוי ,-515,-88,-603,זיכוי על חשבונית שגוייה 88525 ,גל מערכות פרזול ,F ,  ,  ,יזמות ,70,2020
09/13/2020 ,6152,מכשיר גז ליריעות איטום ,1273,  ,1273,  ,  ,T ,16872,  ,יזמות ,70,2020
09/14/2020 ,3222,יעל משאבות - חשבון מיוני ,1140,194,1334,כנראה חשבונית כפולה שיצאה ביוני 2905 20/06/20 ,יעל משאבות ,T ,1203,פיתוח עירוני ,ביצועים ,70,2020
09/15/2020 ,  ,תשלום מזומן לסובחי ,2000,  ,2000,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,70,2020
09/15/2020 ,125,קורס מנהל עבודה ,16095,  ,16095,ארבעה שיקים 10151 - 10154 ,  ,T ,1205,  ,ביצועים ,70,2020
09/16/2020 ,113,יוליה מקדמה להיתר בריכה ,500,85,585,  ,בריכה ,T ,6421,  ,יזמות ,70,2020
09/17/2020 ,440,תיקון נגרות - נגריית נור ,3200,544,3744,שולם בשיק - 10158 ,פיתוח עירוני ט ,T ,1216,פיתוח עירוני ,ביצועים ,70,2020
09/21/2020 ,373520,אינסטלציה (אליהו) ,170,29,199,  ,פיתוח עירוני ט ,T ,1221,פיתוח עירוני ,ביצועים ,70,2020
09/22/2020 ,36814,קומיוטסט - טסט פורד ,156,  ,156,  ,  ,T ,16796,  ,יזמות ,70,2020
09/23/2020 ,11078078,פוינטר - 20-09 ,33,6,39,  ,פוניטר/קוברה ,T ,17232,  ,יזמות ,71,2020
09/24/2020 ,420306459,ארכה - 20-09 ,13,2,15,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404 ",ארכה ,F ,19218,  ,יזמות ,71,2020
09/24/2020 ,5692,גידור עירוני ט 6 ,968,165,1133,"שיק 10187 עס 4,869 חשבוניות 442,5431,5692,5554 ",גידור זמני א.ס. ,T ,1790,פיתוח עירוני ,ביצועים ,74,2020
09/29/2020 ,37367,אביאלי - צינור - אייל ,330,56,386,שולם ,אייל ,T ,1224,  ,ביצועים ,70,2020
09/30/2020 ,  ,רואה חשבון 09 2020 ,1500,255,1755,  ,פיתוח עירוני ט ,F ,  ,פיתוח עירוני ,ביצועים ,69,2020
09/30/2020 ,200437488,גדרות יהודה - עמודים ,18960,3223,22183,"שולם סך 24,804 בשיק 10193 עבור חשבוניות 437488+437343 ",גדרות יהודה ,T ,1227,פיתוח עירוני ,ביצועים ,70,2020
09/30/2020 ,5406416,הגרעין - השלמות ,217,37,254,  ,הגרעין ,T ,1331,פיתוח עירוני ,ביצועים ,71,2020
09/30/2020 ,51802,הובלות אלישע - מנוף לספסלים ,3100,527,3627,"הובלה בתאריך 09.10.20 שולם בשיק 10184 עבור חש' 51813,51802,20259 ",הובלות אלישע ,T ,1313,פיתוח עירוני ,ביצועים ,71,2020
09/30/2020 ,100571,שרלי - חומרי בנין 20-09 ,1619,275,1894,"שולם בשיק 10183 לתאריך 15.12.20 עבור חשבונית 100571,100649 ",שרלי - חומרי בנין ,T ,1574,פיתוח עירוני ,ביצועים ,73,2020
09/30/2020 ,5406416,הגרעין - השלמות ,217,37,254,  ,הגרעין ,T ,  ,פיתוח עירוני ,ביצועים ,76,2020
10/04/2020,1110349,תיקון מסך גלקסי ,600,  ,600,שולם באשראי הפרטי - לא מקבלים אמריקן ,  ,T ,16993,  ,יזמות ,70,2020
10/05/2020,20236935,כיסא מחשב ,748,127,875,  ,  ,T ,17002,  ,יזמות ,70,2020
