company,project,description ,amount ,vat ,total ,group ,date ,supplier ,invoiceId ,excelRecId ,remark ,published ,year 
ביצועים,צייטלין 2,חמיס - צייטלין,6000,1020,7020,98,2023-01-11T22:00:00.000Z,אור הארץ,3102,10069,"שיק 10626 ע""ס 67,860 ש""ח לתאריך 12.01.23 עבור נווה אליעזר, גשר, צייטלין ואדם בבלי וצייטלין",TRUE,2023
ביצועים,בבלי,אדם - צייטלין,5000,850,5850,98,2023-01-11T22:00:00.000Z,אור הארץ,3102,10069,"שיק 10626 ע""ס 67,860 ש""ח לתאריך 12.01.23 עבור נווה אליעזר, גשר, צייטלין ואדם בבלי וצייטלין",TRUE,2023
ביצועים,גשר,מעליות אלקטרה - תשלום שלישי,23375,3974,27349,98,2023-01-14T22:00:00.000Z,מעליות אלקטרה,321000018,10075,"שיק 10654 ע""ס 46,617 ש""ח לתאריך 21.02.23 עבור חשבוניות 0018, 0258",TRUE,2023
ביצועים,גשר,משטח אזהרה לפודסטים בגשר,4780,813,5593,98,2023-01-14T22:00:00.000Z,,16701,10078,שיק 10627 לתאריך 15.01.23,TRUE,2023
ביצועים,הוצאות אלי,דלתות תיקון,800,,800,98,2023-01-14T22:00:00.000Z,,1325,10083,שיק 10628 15.01.23,TRUE,2023
יזמות,גדות שעריה,פרסום תבע מחוזית כנסת ישראל,2263,385,2648,98,2023-01-14T22:00:00.000Z,,1305,20772,"העברה בנקאית - 24.01.23 עבור חשבוניות 1304, 1305",TRUE,2023
ביצועים,סטף,איזוטסט - 23-01,200,34,233,98,2023-01-15T00:00:00.000Z,איזוטסט,236000431,10088,"שיק 10767 ע""ס 1,482 עבור חשבוניות 1537, 660, 431 תאריך 15.04.23",TRUE,2023
ביצועים,בבלי,משטח אזהרה,4780,813,5593,98,2023-01-14T22:00:00.000Z,,16701,10077,,TRUE,2023
ביצועים,נווה אליעזר,אחים ונטורה,1310,,1310,98,2023-01-14T22:00:00.000Z,ונטורה אחים,294240,10091,,TRUE,2023
ביצועים,גשר,עבד אינסטלציה - גשר 4,35000,5950,40950,98,2023-01-15T22:00:00.000Z,עבד אינסטלציה,122,10096,"שיק 10629 ע""ס 20,000 ש""ח 16.01.23 + שיק 10630 ע""ס 40,717 ש""ח 25.03.23 לאחר ניקוי 3% במקור",TRUE,2023
ביצועים,בבלי,עבד אינסטלציה - בבלי,9500,1615,11115,98,2023-01-15T22:00:00.000Z,עבד אינסטלציה,122,10095,"שיק 10629 ע""ס 20,000 ש""ח 16.01.23 + שיק 10630 ע""ס 40,717 ש""ח 25.03.23 לאחר ניקוי 3% במקור",TRUE,2023
ביצועים,צייטלין 2,עבד אינסטלציה - מעליות,9000,1530,10530,98,2023-01-15T22:00:00.000Z,עבד אינסטלציה,122,10095,"שיק 10629 ע""ס 20,000 ש""ח 16.01.23 + שיק 10630 ע""ס 40,717 ש""ח 25.03.23 לאחר ניקוי 3% במקור",TRUE,2023
ביצועים,ג. התחמושת 2,קונסטרוקציית פלדה,4330,736,5066,98,2023-01-15T22:00:00.000Z,,27916,10105,שיק 10631 17.01.23,TRUE,2023
ביצועים,גשר,גינון רבקה זיו - חסן,21420,3641,25061,98,2023-01-16T00:00:00.000Z,,56,10110,שיק 10683 תאריך 15.05.23,TRUE,2023
ביצועים,בבלי,שלטים - יולס,656,111,767,98,2023-01-15T22:00:00.000Z,,30925,10113,אשראי,TRUE,2023
ביצועים,סטף,עמאר - עבור תשלום בטון לשפיר,10256,1744,12000,98,2023-01-16T22:00:00.000Z,ע.ס.ג הנדסה,48,10116,שולם ישרות לשפיר באשראי של החברה בתאריך - 19.09.22,TRUE,2023
ביצועים,סטף,"עמאר - תשלום ע""ח עבודות סטף",184000,31280,215280,98,2023-01-16T22:00:00.000Z,ע.ס.ג הנדסה,49,10121,"העברה 84,000 ש""ח 17.01.23 + שיק 10632 60,000ש""ח 28.02.23+שיק 10633 66,974ש""ח 15.03.23 לאחר ניקוי 2%",TRUE,2023
ביצועים,גשר,אמארה - גשר - חשבון סופי,24720,4202,28922,98,2023-01-16T22:00:00.000Z,אמארה,82,10132,"העברה בנקאית 22.01.23 מחצית - 05.03.23 מחצית חשבוניות 82, 83 לאחר ניקוי 4% במקור",TRUE,2023
ביצועים,בבלי,אמארה - בבלי - חשבון סופי,7320,1244,8564,98,2023-01-16T22:00:00.000Z,אמארה,83,10139,"העברה בנקאית 22.01.23 מחצית - 05.03.23 מחצית חשבוניות 82, 83 לאחר ניקוי 4% במקור",TRUE,2023
ביצועים,,"עו""ד רפאל (שי סופר) - תשלום טיוטת חוזה",25000,4250,29250,98,2023-01-16T22:00:00.000Z,,10456,10142,העברה בנקאית 23.01.23,TRUE,2023
ביצועים,נווה אליעזר,אחים ונטורה,195,,195,98,2023-01-16T22:00:00.000Z,ונטורה אחים,294291,10147,,TRUE,2023
ביצועים,גשר,אחים ונטורה,25,,25,98,2023-01-16T22:00:00.000Z,ונטורה אחים,294303,10154,,TRUE,2023
ביצועים,גשר,כיבוד - מסירה גשר,1240,,1240,98,2023-01-16T22:00:00.000Z,,11082,10156,,TRUE,2023
ביצועים,גשר,אלומיניום - תוספות בגשר,3700,629,4329,98,2023-01-18T00:00:00.000Z,איציק אלומיניום,1548,10159,"העברה בנקאית ע""ס 6,903 ש""ח - 01.05.23",TRUE,2023
ביצועים,נווה אליעזר,עמאר - חמיס נווה אליעזר,38000,6460,44460,98,2023-01-17T22:00:00.000Z,ע.ס.ג הנדסה,54,10162,שיק 10635 19.01.23 עבור חמיס נווה אליעזר וגשר + אדם תחמושת וגשר,TRUE,2023
ביצועים,סטף,אורקה סולר - גג סולרי,1300,221,1521,98,2023-01-17T22:00:00.000Z,,10012,10815,העברה בנקאית 21.02.23,TRUE,2023
ביצועים,בבלי,אלומיניום - בבלי - גמר חשבון,110000,18700,128700,98,2023-01-17T22:00:00.000Z,איציק אלומיניום,1549,10167,שיק 10641 28.03.23,TRUE,2023
ביצועים,גשר,עמאר - חמיס גשר,13000,2210,15210,98,2023-01-17T22:00:00.000Z,ע.ס.ג הנדסה,54,10161,שיק 10635 19.01.23 עבור חמיס נווה אליעזר וגשר + אדם תחמושת וגשר,TRUE,2023
ביצועים,ג. התחמושת 2,עמאר - אדם תחמושת,9500,1615,11115,98,2023-01-17T22:00:00.000Z,ע.ס.ג הנדסה,54,10161,שיק 10635 19.01.23 עבור חמיס נווה אליעזר וגשר + אדם תחמושת וגשר,TRUE,2023
ביצועים,גשר,עמאר - אדם גשר,3000,510,3510,98,2023-01-17T22:00:00.000Z,ע.ס.ג הנדסה,54,10161,שיק 10635 19.01.23 עבור חמיס נווה אליעזר וגשר + אדם תחמושת וגשר,TRUE,2023
ביצועים,ג. התחמושת 2,אחים ונטורה,295,,295,98,2023-01-17T22:00:00.000Z,ונטורה אחים,294328,10172,,TRUE,2023
ביצועים,ג. התחמושת 2,אחים ונטורה,155,,155,98,2023-01-17T22:00:00.000Z,ונטורה אחים,294352,10179,,TRUE,2023
ביצועים,ג. התחמושת 2,אחים ונטורה,285,,285,98,2023-01-17T22:00:00.000Z,ונטורה אחים,294335,10182,,TRUE,2023
ביצועים,ג. התחמושת 2,אחים ונטורה,280,,280,98,2023-01-18T22:00:00.000Z,ונטורה אחים,294366,10189,,TRUE,2023
ביצועים,ג. התחמושת 2,אחים ונטורה,416,,416,98,2023-01-19T22:00:00.000Z,ונטורה אחים,294408,10192,,TRUE,2023
ביצועים,גשר,פרקט - תיקונים מיקרוטפינג,3500,595,4095,98,2023-01-21T22:00:00.000Z,יניב פרקטים,50072,10197,"שיק 10636 42,607 ש""ח לתאריך 30.03.23 עבור חשבוניות 50062, 50072 לאחר ניקוי 2% במקור",TRUE,2023
ביצועים,גשר,בודק חשמל לגשר,3000,510,3510,98,2023-01-21T22:00:00.000Z,,4012,10204,העברה בנקאית - 24.01.23,TRUE,2023
ביצועים,סטף,"עו""ד אהרון - טיפול בעיצום סטף",9000,1530,10530,98,2023-01-22T22:00:00.000Z,,60528,10341,העברה בנקאית 22.01.23,TRUE,2023
ביצועים,נווה אליעזר,פיגום נווה אליעזר,11000,1870,12870,98,2023-01-23T00:00:00.000Z,פיגום י.ש,100682,10209,"910072העברה 17,550 ש""ח 23.03.23 עבור חשבוניות 696, 682 וזיכוי",TRUE,2023
ביצועים,,מוסך עלית - תיקון לאוטו,2150,366,2516,98,2023-01-22T22:00:00.000Z,,9410,10212,אשראי,TRUE,2023
ביצועים,סטף,"פירון - מקדמה עו""ד סטף",5000,850,5850,98,2023-01-23T22:00:00.000Z,"פירון עו""ד",137803,10217,העברה בנקאית 23.01.23,TRUE,2023
יזמות,גדות שעריה,פרסום תבע מקומית כנסת ישראל,2555,434,2989,98,2023-01-23T22:00:00.000Z,,1304,20777,"העברה בנקאית - 24.01.23 עבור חשבוניות 1304, 1305",TRUE,2023
ביצועים,ג. התחמושת 2,שרלי - ריצוף,3256,554,3810,98,2023-01-23T22:00:00.000Z,שרלי - חומרי בנין,100039,10222,שולם בכרטיס אשראי ישירות בטלפון,TRUE,2023
ביצועים,נווה אליעזר,עמאר - חמיס נווה אליעזר,48500,8245,56745,98,2023-01-24T22:00:00.000Z,ע.ס.ג הנדסה,57,10227,"שיק 10639 - ע""ס 92,430 חמיס נווה אליעזר, גשר + אדם חמושת בבלי",TRUE,2023
ביצועים,גשר,עמאר - חמיס גשר,3000,510,3510,98,2023-01-24T22:00:00.000Z,ע.ס.ג הנדסה,57,10226,"שיק 10639 - ע""ס 92,430 חמיס נווה אליעזר, גשר + אדם חמושת בבלי",TRUE,2023
ביצועים,ג. התחמושת 2,עמאר - אדם תחמושת,17500,2975,20475,98,2023-01-24T22:00:00.000Z,ע.ס.ג הנדסה,57,10226,"שיק 10639 - ע""ס 92,430 חמיס נווה אליעזר, גשר + אדם חמושת בבלי",TRUE,2023
ביצועים,בבלי,עמאר - אדם בבלי בונוס,10000,1700,11700,98,2023-01-24T22:00:00.000Z,ע.ס.ג הנדסה,57,10226,"שיק 10639 - ע""ס 92,430 חמיס נווה אליעזר, גשר + אדם חמושת בבלי",TRUE,2023
ביצועים,,שכירות מחסן - האצל 33 - תשלום 2 3 חודשים,3000,,3000,98,2023-01-28T22:00:00.000Z,,1146,10232,העברה בנקאית 29.01.23,TRUE,2023
ביצועים,סטף,"עמאר - תשלום ע""ח עבודות סטף",50000,,50000,98,2023-01-29T22:00:00.000Z,ע.ס.ג הנדסה,58,10237,העברה בנקאית - 25.01.23,TRUE,2023
ביצועים,צייטלין 2,מרכז הגבס -23-01,280,48,328,98,2023-01-30T22:00:00.000Z,מרכז הגבס,236000353,10242,"שיק 10669 ע""ס 9,428 ש""ח עבור חשבוניות 353, 354, 355, 339",TRUE,2023
ביצועים,ג. התחמושת 2,מרכז הגבס -23-01,1174,200,1374,98,2023-01-30T22:00:00.000Z,מרכז הגבס,236000354,10245,"שיק 10669 ע""ס 9,428 ש""ח עבור חשבוניות 353, 354, 355, 339",TRUE,2023
ביצועים,נווה אליעזר,מרכז הגבס -23-01,5821,990,6811,98,2023-01-30T22:00:00.000Z,מרכז הגבס,236000355,10248,"שיק 10669 ע""ס 9,428 ש""ח עבור חשבוניות 353, 354, 355, 339",TRUE,2023
ביצועים,נווה אליעזר,יוסי רחמים - 23-01,4050,689,4739,98,2023-01-30T22:00:00.000Z,יוסי רחמים,10755,10251,,TRUE,2023
ביצועים,הוצאות אלי,מעודד - 23-01,78,13,91,98,2023-01-31T00:00:00.000Z,מעודד צבעים,7009503,10254,"שולם באשראי 26.03.23 עבור חשבונית 9503, 8659",TRUE,2023
ביצועים,נווה אליעזר,שרלי - 23-01,44305,7532,51837,98,2023-01-30T22:00:00.000Z,שרלי - חומרי בנין,100071,10257,שיק 10657 לתאריך 30.04.23,TRUE,2023
ביצועים,ג. התחמושת 2,עמאר - אדם תחמושת,20000,3400,23400,98,2023-02-01T22:00:00.000Z,ע.ס.ג הנדסה,59,10302,"שיק 10640 - ע""ס 142,155 חמיס נווה אליעזר46.5 +55 צהוב +אדם חמושת10 + 10 צהוב",TRUE,2023
ביצועים,נווה אליעזר,עמאר - חמיס נווה אליעזר,101500,17255,118755,98,2023-02-01T22:00:00.000Z,ע.ס.ג הנדסה,59,10301,"שיק 10640 - ע""ס 142,155 חמיס נווה אליעזר46.5 +55 צהוב +אדם חמושת10 + 10 צהוב",TRUE,2023
ביצועים,נווה אליעזר,מאמין - נווה אליעזר,50000,8500,58500,98,2023-02-07T00:00:00.000Z,מאמין חשמלאי אחים עתיד,222,10307,"שיק 10642 08.02.23 ע""ס 50,000 + העברה 6,745 20.03.23",TRUE,2023
ביצועים,גשר,בטיחותי - משטח פס מוביל,2569,437,3006,98,2023-02-07T22:00:00.000Z,,17817,10312,שיק 10643 30.05.23,TRUE,2023
ביצועים,גשר,"מיזוג - גשר גמ""ח",8343,1418,9761,98,2023-02-08T22:00:00.000Z,מזגנים - גילי,1182,10317,"שני שיקים שווים 10644, 10645 בסכום 40K + מעמ לתאריכים 25/04 + 25/05 (לא בוצע ניקוי במקור)",TRUE,2023
ביצועים,ג. התחמושת 2,"מיזוג - צחמושת גמ""ח",1600,272,1872,98,2023-02-08T22:00:00.000Z,מזגנים - גילי,1182,10316,"שני שיקים שווים 10644, 10645 בסכום 40K + מעמ לתאריכים 25/04 + 25/05 (לא בוצע ניקוי במקור)",TRUE,2023
ביצועים,הוצאות אלי,מיזוג - לורנס,9600,1632,11232,98,2023-02-08T22:00:00.000Z,מזגנים - גילי,1182,10316,"שני שיקים שווים 10644, 10645 בסכום 40K + מעמ לתאריכים 25/04 + 25/05 (לא בוצע ניקוי במקור)",TRUE,2023
ביצועים,בבלי,מיזוג - בבלי,20457,3478,23935,98,2023-02-08T22:00:00.000Z,מזגנים - גילי,1182,10316,"שני שיקים שווים 10644, 10645 בסכום 40K + מעמ לתאריכים 25/04 + 25/05 (לא בוצע ניקוי במקור)",TRUE,2023
ביצועים,נווה אליעזר,חמיס - נוה אליעזר,40000,6800,46800,98,2023-02-08T22:00:00.000Z,אור הארץ,2222,10324,"אור הארץ - שיק 10646 ע""ס 62,712 ש.ףח לתאריך 10.02.23 עבור נווה אליעזר, גשר, תחמושת, בבלי",TRUE,2023
ביצועים,גשר,חמיס - גשר,9000,1530,10530,98,2023-02-08T22:00:00.000Z,אור הארץ,2222,10323,"אור הארץ - שיק 10646 ע""ס 62,712 ש.ףח לתאריך 10.02.23 עבור נווה אליעזר, גשר, תחמושת, בבלי",TRUE,2023
ביצועים,ג. התחמושת 2,אדם - תחמושת,3600,612,4212,98,2023-02-08T22:00:00.000Z,אור הארץ,2222,10323,"אור הארץ - שיק 10646 ע""ס 62,712 ש.ףח לתאריך 10.02.23 עבור נווה אליעזר, גשר, תחמושת, בבלי",TRUE,2023
ביצועים,בבלי,אדם - בבלי,1000,170,1170,98,2023-02-08T22:00:00.000Z,אור הארץ,2222,10323,"אור הארץ - שיק 10646 ע""ס 62,712 ש.ףח לתאריך 10.02.23 עבור נווה אליעזר, גשר, תחמושת, בבלי",TRUE,2023
יזמות,,נתב לאינטרנט,128,22,150,97,2021-12-31T22:00:00.000Z,,7068,,אשראי,TRUE,2022
ביצועים,נווה אליעזר,עץ זוהר,70,,70,97,2022-09-24T21:00:00.000Z,זוהר עצים,34495,9446,,TRUE,2022
ביצועים,גשר,מ.ע עבודות בגשר,21000,3570,24570,97,2022-10-05T21:00:00.000Z,מ.ע הובלות (חמיס),336,8094,"שיק 10530 ע""ס 45,630 ש""ח עבור חשבוניות 336, 337",TRUE,2022
ביצועים,צייטלין 2,מ.ע עבודות בצייטלין,18000,3060,21060,97,2022-10-05T21:00:00.000Z,מ.ע הובלות (חמיס),337,9449,"שיק 10530 ע""ס 45,630 ש""ח עבור חשבוניות 336, 337",TRUE,2022
ביצועים,בבלי,עצים זוהר - דק לבבלי,11510,1957,13467,97,2022-10-08T21:00:00.000Z,זוהר עצים,246950,9383,שולם באשראי,TRUE,2022
ביצועים,סטף,רמי גנאים - בדיקת בטיחות סטף,1500,255,1755,97,2022-10-09T21:00:00.000Z,,248,9394,העברה בנקאית 23.10.22,TRUE,2022
ביצועים,גשר,ארכה - 22-10,1068,181,1249,97,2022-10-27T00:00:00.000Z,ארכה,342208822,9452,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,494,84,578,97,2022-10-27T00:00:00.000Z,ארכה,342208823,9455,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,3822,650,4472,97,2022-10-27T00:00:00.000Z,ארכה,342208824,9458,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,215,37,252,97,2022-10-27T00:00:00.000Z,ארכה,342208825,9461,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,3231,549,3780,97,2022-10-27T00:00:00.000Z,ארכה,342208826,9464,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,124,21,145,97,2022-10-27T00:00:00.000Z,ארכה,342208827,9467,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,66,11,77,97,2022-10-27T00:00:00.000Z,ארכה,342208828,9470,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,12434,2114,14548,97,2022-10-27T00:00:00.000Z,ארכה,342208829,9473,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,גשר,ארכה - 22-10,593,101,694,97,2022-10-27T00:00:00.000Z,ארכה,342208830,9476,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",TRUE,2022
ביצועים,צייטלין 2,משאבות - אהרלה 22-10,8835,1502,10337,97,2022-10-30T22:00:00.000Z,אהרלה משאבות,17872,9479,שיק 10621 תאריך 15.02.23,TRUE,2022
ביצועים,גשר,מאמין גשר,30000,5100,35100,97,2022-11-28T22:00:00.000Z,מאמין חשמלאי אחים עתיד,216,8849,שיק 10600 תאריך 12.12.22,TRUE,2022
ביצועים,בבלי,מאמין בבלי,30000,5100,35100,97,2022-11-28T22:00:00.000Z,מאמין חשמלאי אחים עתיד,217,8846,שיק 10601 עבור בבלי ולורנס,TRUE,2022
ביצועים,הוצאות אלי,מאמין - לורנס,10000,1700,11700,97,2022-11-28T22:00:00.000Z,מאמין חשמלאי אחים עתיד,217,8845,שיק 10601 עבור בבלי ולורנס,TRUE,2022
ביצועים,נווה אליעזר,מרכז הגבס - 22-11 - נווה אליעזר,26101,4437,30538,97,2022-11-29T22:00:00.000Z,מרכז הגבס,226011210,9484,"שיק 10608 ע""ס 34,179 ש""ח 28.02.23 עבור חשבוניות נובמבר 211,212,213,210",TRUE,2022
ביצועים,בבלי,מרכז הגבס - 22-11 - בבלי,744,126,870,97,2022-11-30T00:00:00.000Z,מרכז הגבס,226011213,9487,"שיק 10608 ע""ס 34,179 ש""ח 28.02.23 עבור חשבוניות נובמבר 211,212,213,210",TRUE,2022
ביצועים,גשר,מרכז הגבס - 22-11 - גשר,978,166,1144,97,2022-11-29T22:00:00.000Z,מרכז הגבס,226011212,9490,"שיק 10608 ע""ס 34,179 ש""ח 28.02.23 עבור חשבוניות נובמבר 211,212,213,210",TRUE,2022
ביצועים,צייטלין 2,מרכז הגבס - 22-11 - צייטלין,1391,236,1627,97,2022-11-29T22:00:00.000Z,מרכז הגבס,226011211,9493,"שיק 10608 ע""ס 34,179 ש""ח 28.02.23 עבור חשבוניות נובמבר 211,212,213,210",TRUE,2022
